ad_set,day,impressions,reach,spend,clicks,funnel,cta,brand,CTR,CPC,month,quarter,week,day_of_week,is_weekend,holiday
ibox/meta/all platform/all placement/conversioin/npi iphone 17 - available/pdp/oct25/iphone air/session,2025-12-14,41759,39889,178475,1302,conversion,pdp,ibox,0.031178907540889388,137.07757296466974,12,4,50,6,1,0
ibox/meta/all platform/all placement/conversioin/npi iphone 17 - pre order/lp/oct25/iphone air/session,2025-10-10,377555,331994,2224743,5785,conversion,lp,ibox,0.015322270927414549,384.57095937770094,10,4,41,4,0,1
ibox/meta/all platform/all placement/conversioin/npi iphone 17 - pre order/lp/oct25/iphone air/session,2025-10-11,393867,357145,1841299,6448,conversion,lp,ibox,0.01637100848763669,285.5612593052109,10,4,41,5,1,0
ibox/meta/all platform/all placement/conversioin/npi iphone 17 - pre order/lp/oct25/iphone air/session,2025-10-12,404228,363821,1700879,5853,conversion,lp,ibox,0.01447945219034802,290.5995216128481,10,4,41,6,1,0
ibox/meta/all platform/all placement/conversioin/npi iphone 17 - pre order/lp/oct25/iphone air/session,2025-10-13,6754,6694,25530,97,conversion,lp,ibox,0.014361859638732603,263.1958762886598,10,4,42,0,0,0
ibox/meta/all platform/all placement/conversioin/npi iphone 17 - pre order/lp/oct25/iphone air/session,2025-10-15,268387,252563,1276477,3560,conversion,lp,ibox,0.01326442785976966,358.56095505617975,10,4,42,2,0,0
ibox/meta/all platform/all placement/conversioin/npi iphone 17 - pre order/lp/oct25/iphone air/session,2025-10-16,1076584,938326,3996247,7968,conversion,lp,ibox,0.007401187459594421,501.53702309236945,10,4,42,3,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/airpods/promo,2025-08-08,28642,24721,190386,209,conversion,lp,ibox,0.007296976468123734,910.9377990430622,8,3,32,4,0,1
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/airpods/promo,2025-08-09,1797,1592,6391,15,conversion,lp,ibox,0.008347245409015025,426.06666666666666,8,3,32,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/airpods/promo,2025-08-10,5138,4566,19078,36,conversion,lp,ibox,0.0070066173608407945,529.9444444444445,8,3,32,6,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-08,234461,202057,2188340,3004,conversion,lp,ibox,0.012812365382728898,728.4753661784288,8,3,32,4,0,1
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-09,41485,34203,383434,595,conversion,lp,ibox,0.014342533445823792,644.4268907563026,8,3,32,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-10,345774,263022,2165944,2524,conversion,lp,ibox,0.007299565612220699,858.1394611727417,8,3,32,6,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-11,225043,181905,1431040,1764,conversion,lp,ibox,0.007838501975178077,811.2471655328798,8,3,33,0,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-12,236856,196365,1509960,1835,conversion,lp,ibox,0.007747323268146047,822.866485013624,8,3,33,1,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-13,154746,131627,1013363,1258,conversion,lp,ibox,0.008129450842024996,805.5349761526232,8,3,33,2,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-14,21569,18311,149551,263,conversion,lp,ibox,0.012193425749918866,568.6349809885932,8,3,33,3,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-15,19807,17178,150882,217,conversion,lp,ibox,0.010955722724289393,695.3087557603686,8,3,33,4,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/applewatch/promo,2025-08-16,58578,48326,465761,620,conversion,lp,ibox,0.010584178360476629,751.2274193548387,8,3,33,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/flashsale/promo,2025-08-08,963059,728687,8030092,12245,conversion,lp,ibox,0.012714693492299018,655.7853817884851,8,3,32,4,0,1
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/flashsale/promo,2025-08-09,2195752,1409537,15366244,25603,conversion,lp,ibox,0.011660242140278138,600.1735734093661,8,3,32,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-08,19020,17233,223437,308,conversion,lp,ibox,0.01619348054679285,725.4448051948052,8,3,32,4,0,1
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-09,4574,3972,53040,72,conversion,lp,ibox,0.015741145605596852,736.6666666666666,8,3,32,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-10,105074,87219,889315,1164,conversion,lp,ibox,0.011077906998876981,764.0163230240549,8,3,32,6,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-11,126310,103804,996653,1307,conversion,lp,ibox,0.010347557596389835,762.5501147666412,8,3,33,0,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-12,185298,152849,1379951,1570,conversion,lp,ibox,0.008472838346879081,878.9496815286624,8,3,33,1,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-13,209807,184256,1513069,1949,conversion,lp,ibox,0.009289489864494512,776.3309389430477,8,3,33,2,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-14,602206,446423,4336559,5973,conversion,lp,ibox,0.00991853286084828,726.0269546291646,8,3,33,3,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-15,492264,387799,3682429,4714,conversion,lp,ibox,0.009576162384411616,781.1686465846415,8,3,33,4,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/ipad/promo/reels&story,2025-08-16,402799,329896,3111305,4033,conversion,lp,ibox,0.01001243796533755,771.461691048847,8,3,33,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-08,27997,22960,267557,301,conversion,lp,ibox,0.010751151909133122,888.8936877076412,8,3,32,4,0,1
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-09,2016,1703,17669,39,conversion,lp,ibox,0.019345238095238096,453.05128205128204,8,3,32,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-10,18377,15852,118694,184,conversion,lp,ibox,0.010012515644555695,645.0760869565217,8,3,32,6,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-11,22250,19369,133089,196,conversion,lp,ibox,0.008808988764044944,679.0255102040817,8,3,33,0,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-12,32890,27778,204079,293,conversion,lp,ibox,0.008908482821526299,696.5153583617747,8,3,33,1,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-13,83224,65020,545688,668,conversion,lp,ibox,0.008026530808420649,816.8982035928144,8,3,33,2,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-14,17455,13736,106487,184,conversion,lp,ibox,0.010541392151246061,578.7336956521739,8,3,33,3,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-15,8681,7253,50289,98,conversion,lp,ibox,0.011289022002073493,513.1530612244898,8,3,33,4,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/macbook/promo,2025-08-16,8844,7486,46764,74,conversion,lp,ibox,0.008367254635911352,631.9459459459459,8,3,33,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-13,2497227,1509122,9689872,9082,conversion,lp,ibox,0.0036368339762464525,1066.931512882625,8,3,33,2,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-14,2331814,1500672,9657525,8763,conversion,lp,ibox,0.003758018435432672,1102.0797672030126,8,3,33,3,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-15,2094945,1330175,9218747,7564,conversion,lp,ibox,0.003610595982233424,1218.766129032258,8,3,33,4,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-16,1482220,962786,7356446,5979,conversion,lp,ibox,0.004033814143649391,1230.3806656631543,8,3,33,5,1,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-17,437545,282365,3197278,1730,conversion,lp,ibox,0.003953879029585528,1848.1375722543353,8,3,33,6,1,1
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-18,639097,458069,4603110,2799,conversion,lp,ibox,0.004379616865671408,1644.5551982851018,8,3,34,0,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-19,2668899,1622266,18284755,13420,conversion,lp,ibox,0.00502829069215433,1362.5003725782415,8,3,34,1,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-20,1438692,1049028,11748164,6664,conversion,lp,ibox,0.004631985164302019,1762.9297719087635,8,3,34,2,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-21,283221,193591,1839593,1570,conversion,lp,ibox,0.005543374255440098,1171.7152866242038,8,3,34,3,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-22,273860,184003,1694518,1558,conversion,lp,ibox,0.005689038194698021,1087.6238767650834,8,3,34,4,0,0
ibox/meta/all platform/all placement/conversion/20th anniversary/lp/multiproduct/lp ticket,2025-08-23,271309,179232,1577370,1476,conversion,lp,ibox,0.0054402913283377995,1068.678861788618,8,3,34,5,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-10,3086,2992,37424,24,conversion,lp,ibox,0.007777057679844459,1559.3333333333333,12,4,50,2,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-11,2908611,1620336,18206011,5700,conversion,lp,ibox,0.0019596982889771098,3194.0370175438597,12,4,50,3,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-12,1626235,883909,15640376,3753,conversion,lp,ibox,0.0023077845452840456,4167.432986943778,12,4,50,4,0,1
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-13,1147021,600852,15230714,4012,conversion,lp,ibox,0.003497756361914908,3796.2896311066797,12,4,50,5,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-14,1404402,674972,14578854,4041,conversion,lp,ibox,0.002877381262629931,3607.7342242019304,12,4,50,6,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-15,2312884,1116486,18957095,6478,conversion,lp,ibox,0.0028008322077544747,2926.380827415869,12,4,51,0,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-16,1819361,921994,15349346,5988,conversion,lp,ibox,0.0032912654497925372,2563.351035404142,12,4,51,1,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-17,2048212,1101911,15965299,5972,conversion,lp,ibox,0.002915713803063355,2673.35884125921,12,4,51,2,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-18,1698700,879663,16809408,5757,conversion,lp,ibox,0.003389062224053688,2919.8207399687335,12,4,51,3,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-19,1261615,622779,16422596,4005,conversion,lp,ibox,0.003174502522560369,4100.523345817728,12,4,51,4,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-20,1787684,955208,15579311,5274,conversion,lp,ibox,0.002950185827025358,2953.9838832006067,12,4,51,5,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-21,1814374,907044,15790860,5633,conversion,lp,ibox,0.0031046520728361406,2803.2771169891707,12,4,51,6,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/conversion,2025-12-22,1680145,874413,13016362,4447,conversion,lp,ibox,0.0026467953658761596,2926.9984259051043,12,4,52,0,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-10,2464183,1931327,16273689,11374,conversion,lp,ibox,0.004615728620804543,1430.7797608580975,12,4,50,2,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-11,2955956,2135299,19787972,16628,conversion,lp,ibox,0.005625252879271545,1190.0392109694492,12,4,50,3,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-12,2867089,2221154,20402609,15589,conversion,lp,ibox,0.005437222213890117,1308.7824106741934,12,4,50,4,0,1
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-13,4034306,2932105,22994049,20188,conversion,lp,ibox,0.005004082486554069,1138.995888646721,12,4,50,5,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-14,3920332,2875149,21101631,19769,conversion,lp,ibox,0.005042685160338461,1067.4101370833123,12,4,50,6,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-15,3991948,2967175,20393773,19612,conversion,lp,ibox,0.004912889646859127,1039.8619722618805,12,4,51,0,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-16,3005383,2275464,15882946,16400,conversion,lp,ibox,0.005456875213575108,968.4723170731708,12,4,51,1,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-17,3511403,2613639,18022707,17917,conversion,lp,ibox,0.005102518850727188,1005.8998158173802,12,4,51,2,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-18,2458488,1882020,13323450,14372,conversion,lp,ibox,0.005845869493770155,927.0421653214584,12,4,51,3,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-19,1384962,1078271,8630915,9140,conversion,lp,ibox,0.006599459046529797,944.3014223194748,12,4,51,4,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-20,1329521,1006405,8684722,9387,conversion,lp,ibox,0.007060437556082228,925.1861084478534,12,4,51,5,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-21,1494644,1130044,9253504,9659,conversion,lp,ibox,0.006462408439735482,958.0188425302827,12,4,51,6,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session,2025-12-22,928753,763878,5637722,5773,conversion,lp,ibox,0.006215861483085385,976.5671228130955,12,4,52,0,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/airpods,2025-12-18,11389,10469,89044,94,conversion,lp,ibox,0.008253578013873036,947.2765957446809,12,4,51,3,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/airpods,2025-12-19,6948,6322,42012,46,conversion,lp,ibox,0.006620610247553253,913.304347826087,12,4,51,4,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/airpods,2025-12-20,1843,1733,10019,20,conversion,lp,ibox,0.010851871947911014,500.95,12,4,51,5,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/apple watch,2025-12-18,1329472,1189303,6175659,9447,conversion,lp,ibox,0.007105828479275983,653.7164179104477,12,4,51,3,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/apple watch,2025-12-19,2046199,1751713,11312785,15396,conversion,lp,ibox,0.007524194860812658,734.7872824110159,12,4,51,4,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/apple watch,2025-12-20,1993014,1671028,11432904,15685,conversion,lp,ibox,0.00786998987463209,728.9068536818617,12,4,51,5,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/apple watch,2025-12-21,1897773,1644476,10689146,14761,conversion,lp,ibox,0.007778064078264366,724.1478219632817,12,4,51,6,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/apple watch,2025-12-22,1691592,1491208,9406132,12448,conversion,lp,ibox,0.0073587484452515735,755.633997429306,12,4,52,0,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/ipad,2025-12-15,54297,51849,324480,273,conversion,lp,ibox,0.005027902094038345,1188.5714285714287,12,4,51,0,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/ipad,2025-12-16,127785,117943,509658,633,conversion,lp,ibox,0.004953633055522949,805.1469194312796,12,4,51,1,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/ipad,2025-12-17,40546,38473,141225,166,conversion,lp,ibox,0.004094115325802792,850.7530120481928,12,4,51,2,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/ipad,2025-12-18,17322,16723,58941,96,conversion,lp,ibox,0.005542085209560097,613.96875,12,4,51,3,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/iphone,2025-12-15,33278,31516,284718,321,conversion,lp,ibox,0.009646012380551716,886.9719626168225,12,4,51,0,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/iphone,2025-12-16,436933,359895,4011538,3513,conversion,lp,ibox,0.008040134299766783,1141.9123256475946,12,4,51,1,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/iphone,2025-12-17,276125,237168,2199996,2118,conversion,lp,ibox,0.007670439112720688,1038.71388101983,12,4,51,2,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/iphone,2025-12-18,194288,178473,1458718,1507,conversion,lp,ibox,0.007756526393807132,967.9615129396151,12,4,51,3,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/iphone,2025-12-19,53159,48416,474130,529,conversion,lp,ibox,0.009951278240749449,896.2759924385633,12,4,51,4,0,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/iphone,2025-12-20,114320,99457,1044547,1074,conversion,lp,ibox,0.009394681595521344,972.5763500931099,12,4,51,5,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/iphone,2025-12-21,94353,85195,871227,951,conversion,lp,ibox,0.010079170773584306,916.1167192429023,12,4,51,6,1,0
ibox/meta/all platform/all placement/conversion/7 wonders of gifting/lp/dec 25/session/iphone,2025-12-22,65932,59271,578378,575,conversion,lp,ibox,0.0087211065946733,1005.8747826086957,12,4,52,0,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-15,55607,52717,250459,732,conversion,pdp,ibox,0.013163810311651411,342.15710382513663,10,4,42,2,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-16,186793,158287,631330,2435,conversion,pdp,ibox,0.01303582040012206,259.27310061601645,10,4,42,3,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-17,201869,169632,662678,2944,conversion,pdp,ibox,0.01458371518162769,225.0944293478261,10,4,42,4,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-18,189860,168536,585239,2715,conversion,pdp,ibox,0.014300010534077742,215.55764272559853,10,4,42,5,1,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-19,220943,196008,616199,2881,conversion,pdp,ibox,0.01303956224003476,213.88372093023256,10,4,42,6,1,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-20,233555,205971,586588,2754,conversion,pdp,ibox,0.01179165507054013,212.99491648511255,10,4,43,0,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-21,213739,190733,575535,2622,conversion,pdp,ibox,0.012267297966211127,219.50228832951944,10,4,43,1,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-22,209626,185706,573404,2617,conversion,pdp,ibox,0.01248413841794434,219.10737485670614,10,4,43,2,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-23,222011,198096,590693,2680,conversion,pdp,ibox,0.012071473935976145,220.4078358208955,10,4,43,3,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-24,210293,191184,579555,2680,conversion,pdp,ibox,0.012744123675062889,216.25186567164178,10,4,43,4,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-25,187705,165848,593582,2458,conversion,pdp,ibox,0.013095016115713487,241.48982912937348,10,4,43,5,1,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-26,200372,174628,607507,2653,conversion,pdp,ibox,0.013240372906394108,228.98869204673954,10,4,43,6,1,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-27,206609,179675,569966,2251,conversion,pdp,ibox,0.010894975533495636,253.20568636161707,10,4,44,0,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-28,214771,188516,572587,2472,conversion,pdp,ibox,0.011509933836504928,231.62904530744336,10,4,44,1,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-29,229075,207403,571868,2469,conversion,pdp,ibox,0.010778129433591618,231.61927906034833,10,4,44,2,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-30,197378,177985,573346,2245,conversion,pdp,ibox,0.011374114642969328,255.3879732739421,10,4,44,3,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/iphone 13/sessions,2025-10-31,173684,154492,582477,2102,conversion,pdp,ibox,0.012102438912047165,277.10608943862985,10,4,44,4,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-15,33396,30459,213730,262,conversion,pdp,ibox,0.00784525092825488,815.763358778626,10,4,42,2,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-16,77502,61996,565200,646,conversion,pdp,ibox,0.008335268767257618,874.922600619195,10,4,42,3,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-17,104424,81199,650142,815,conversion,pdp,ibox,0.0078047192216348735,797.720245398773,10,4,42,4,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-18,108340,84902,581716,763,conversion,pdp,ibox,0.007042643529628946,762.4062909567497,10,4,42,5,1,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-19,115744,88889,614066,828,conversion,pdp,ibox,0.007153718551285596,741.6256038647343,10,4,42,6,1,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-20,123873,95804,600940,762,conversion,pdp,ibox,0.006151461577583493,788.6351706036745,10,4,43,0,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-21,119063,93781,595758,802,conversion,pdp,ibox,0.00673592971788045,742.8403990024938,10,4,43,1,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-22,112649,87529,578462,696,conversion,pdp,ibox,0.006178483608376461,831.1235632183908,10,4,43,2,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-23,117519,94080,601405,751,conversion,pdp,ibox,0.006390456011368374,800.8055925432757,10,4,43,3,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-24,122989,98193,617782,774,conversion,pdp,ibox,0.006293245737423672,798.1679586563307,10,4,43,4,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-25,122785,102649,612576,792,conversion,pdp,ibox,0.00645029930366087,773.4545454545455,10,4,43,5,1,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-26,126254,99051,618464,863,conversion,pdp,ibox,0.006835426996372392,716.6442641946697,10,4,43,6,1,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-27,111600,88863,557393,703,conversion,pdp,ibox,0.006299283154121864,792.877667140825,10,4,44,0,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-28,117198,92419,582137,780,conversion,pdp,ibox,0.006655403675830646,746.3294871794872,10,4,44,1,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-29,113184,89600,576632,793,conversion,pdp,ibox,0.007006290641786825,727.1525851197982,10,4,44,2,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-30,112759,88336,582674,774,conversion,pdp,ibox,0.006864197092914978,752.8087855297158,10,4,44,3,0,0
ibox/meta/all platform/all placement/conversion/alwayson/pdp/oct25/macbook air m4/sessions,2025-10-31,112719,92386,578495,747,conversion,pdp,ibox,0.0066270992467995634,774.4243641231593,10,4,44,4,0,0
ibox/meta/all platform/all placement/conversion/apple music/ipad/lp/sep25,2025-09-02,29221,21760,222366,169,conversion,lp,ibox,0.005783511857910407,1315.775147928994,9,3,36,1,0,0
ibox/meta/all platform/all placement/conversion/apple music/ipad/lp/sep25,2025-09-03,31848,21153,295655,205,conversion,lp,ibox,0.00643682491836222,1442.219512195122,9,3,36,2,0,0
ibox/meta/all platform/all placement/conversion/apple music/ipad/lp/sep25,2025-09-04,19592,13497,192067,97,conversion,lp,ibox,0.00495100040832993,1980.0721649484535,9,3,36,3,0,0
ibox/meta/all platform/all placement/conversion/apple music/ipad/lp/sep25,2025-09-05,34849,22001,297260,200,conversion,lp,ibox,0.005739045596717266,1486.3,9,3,36,4,0,1
ibox/meta/all platform/all placement/conversion/apple music/ipad/lp/sep25,2025-09-06,27303,19155,221444,181,conversion,lp,ibox,0.006629308134637219,1223.4475138121547,9,3,36,5,1,0
ibox/meta/all platform/all placement/conversion/apple music/ipad/lp/sep25,2025-09-07,9516,6869,118671,73,conversion,lp,ibox,0.007671290458175704,1625.6301369863013,9,3,36,6,1,0
ibox/meta/all platform/all placement/conversion/apple music/ipad/lp/sep25,2025-09-08,30722,20002,329819,146,conversion,lp,ibox,0.004752294772475751,2259.0342465753424,9,3,37,0,0,0
ibox/meta/all platform/all placement/conversion/apple music/ipad/lp/sep25,2025-09-09,25348,15836,512432,110,conversion,lp,ibox,0.00433959286728736,4658.472727272727,9,3,37,1,0,1
